Nombre,Estado,Provincia,"Población
Censo 1981-03-01","Población
Censo 1991-03-01","Población
Censo 2001-11-01","Población
Censo 2011-11-01",Poblacion2018
Castilléjar,Municipio,Granada,2.466,2.248,1.611,1.496,1.337
Castillo de Locubín,Municipio,Jaén,6.275,5.722,5.016,4.626,4.120
Castril,Municipio,Granada,4.124,3.247,2.614,2.387,2.124
Castro de Filabres,Municipio,Almería,251,167,174,159,121
Castro del Río,Municipio,Córdoba,7.524,7.963,8.094,8.062,7.834
Cazalilla,Municipio,Jaén,983,883,801,912,829
Cazalla de la Sierra,Municipio,Sevilla,5.337,5.147,5.145,5.069,4.789
Cazorla,Municipio,Jaén,10.252,9.046,8.114,7.941,7.574
Cenes de la Vega,Municipio,Granada,1.198,2.385,5.711,7.844,7.928
Chauchina,Municipio,Granada,3.643,3.720,4.320,5.143,5.546
Chercos,Municipio,Almería,371,324,294,301,283
Chiclana de la Frontera,Municipio,Cádiz,36.492,46.862,61.028,80.769,83.831
Chiclana de Segura,Municipio,Jaén,1.843,1.687,1.214,1.119,962
Chilluévar,Municipio,Jaén,2.128,1.956,1.757,1.629,1.459
Chimeneas,Municipio,Granada,1.733,1.528,1.483,1.445,1.291
Chipiona,Municipio,Cádiz,12.484,14.297,16.852,18.815,19.068
Chirivel,Municipio,Almería,2.162,1.995,1.782,1.780,1.525
Chucena,Municipio,Huelva,1.931,1.924,2.008,2.213,2.232
Churriana de la Vega,Municipio,Granada,3.884,5.536,7.574,13.091,14.851
Cijuela,Municipio,Granada,1.018,1.295,1.687,3.106,3.243
Cóbdar,Municipio,Almería,436,283,214,161,143
Cogollos de Guadix,Municipio,Granada,905,774,723,730,656
Cogollos de la Vega (Cogollos Vega),Municipio,Granada,1.848,1.939,1.989,2.027,2.044
Coín,Municipio,Málaga,20.958,14.855,17.388,21.692,21.716
Colmenar,Municipio,Málaga,3.424,3.173,3.073,3.560,3.392
Colomera,Municipio,Granada,2.142,1.865,1.623,1.484,1.350
Comares,Municipio,Málaga,1.849,1.460,1.336,1.508,1.323
Cómpeta,Municipio,Málaga,2.363,2.468,2.969,3.620,3.745
Conil de la Frontera,Municipio,Cádiz,13.406,15.582,18.057,21.755,22.427
Conquista,Municipio,Córdoba,630,546,494,455,401
Constantina,Municipio,Sevilla,8.123,7.315,6.840,6.400,5.954
Córdoba,Municipio,Córdoba,279.386,302.154,308.072,328.326,325.708
Coria del Río,Municipio,Sevilla,19.954,21.928,24.040,29.880,30.657
Coripe,Municipio,Sevilla,1.940,1.718,1.469,1.396,1.290
Corteconcepción,Municipio,Huelva,774,702,667,600,543
Cortegana,Municipio,Huelva,5.588,5.243,5.007,4.842,4.735
Cortelazor,Municipio,Huelva,423,314,296,293,305
Cortes de Baza,Municipio,Granada,3.339,3.039,2.386,2.206,1.901
Cortes de la Frontera,Municipio,Málaga,4.233,3.747,3.557,3.515,3.181
Cortes y Graena,Municipio,Granada,1.005,1.005,1.033,1.053,993
Cuevas Bajas,Municipio,Málaga,1.642,1.550,1.460,1.475,1.392
Cuevas del Almanzora,Municipio,Almería,8.450,9.167,10.517,13.139,13.776
Cuevas del Becerro,Municipio,Málaga,2.099,2.018,1.880,1.751,1.595
Cuevas del Campo,Municipio,Granada,2.518,2.303,2.098,1.970,1.774
Cuevas de San Marcos,Municipio,Málaga,3.879,4.081,3.988,4.018,3.671
Cúllar,Municipio,Granada,6.010,5.457,4.929,4.556,4.171
Cúllar Vega,Municipio,Granada,1.340,1.732,4.707,7.068,7.378
Cumbres de Enmedio,Municipio,Huelva,73,58,52,69,57
Cumbres de San Bartolomé,Municipio,Huelva,805,668,549,442,373
Cumbres Mayores,Municipio,Huelva,2.543,2.230,2.060,1.902,1.785
Cútar,Municipio,Málaga,698,613,620,641,614
Dalías,Municipio,Almería,3.513,3.511,3.625,4.007,4.031
Darro,Municipio,Granada,1.730,1.575,1.566,1.505,1.583
Dehesas de Guadix,Municipio,Granada,1.015,663,571,486,420
Dehesas Viejas (← Iznalloz),Municipio,Granada,...,...,...,...,723
Deifontes,Municipio,Granada,2.223,2.385,2.476,2.581,2.616
Diezma,Municipio,Granada,1.086,1.065,899,811,755
Dílar,Municipio,Granada,1.280,1.431,1.563,1.818,2.032
Dólar,Municipio,Granada,800,731,611,620,621
Domingo Pérez de Granada (← Iznalloz),Municipio,Granada,...,...,...,...,890
Doña Mencía,Municipio,Córdoba,5.063,5.071,4.931,4.966,4.684
Dos Hermanas,Municipio,Sevilla,57.548,78.025,101.988,128.433,133.168
Dos Torres,Municipio,Córdoba,2.499,2.518,2.632,2.513,2.416
Dúdar,Municipio,Granada,249,252,300,327,320
Dúrcal,Municipio,Granada,5.074,5.804,6.263,7.272,6.975
Écija,Municipio,Sevilla,34.703,35.786,36.896,40.630,39.882
El Almendro,Municipio,Huelva,930,844,855,854,837
El Borge,Municipio,Málaga,1.118,1.066,1.005,1.025,933
El Bosque,Municipio,Cádiz,1.730,1.777,1.922,2.094,2.167
El Burgo,Municipio,Málaga,2.051,2.117,2.087,1.959,1.823
El Campillo,Municipio,Huelva,2.890,2.651,2.386,2.185,2.036
El Carpio,Municipio,Córdoba,4.722,4.655,4.394,4.551,4.457
El Castillo de las Guardas,Municipio,Sevilla,1.835,1.765,1.618,1.566,1.439
El Cerro de Andévalo,Municipio,Huelva,3.268,2.864,2.726,2.426,2.389
El Coronil,Municipio,Sevilla,5.188,5.089,5.076,5.024,4.807
El Cuervo de Sevilla,Municipio,Sevilla,5.806,6.488,7.657,8.694,8.628
El Ejido,Municipio,Almería,29.486,41.374,57.877,80.839,84.710
El Garrobo,Municipio,Sevilla,706,741,757,773,789
El Gastor,Municipio,Cádiz,2.112,2.148,1.898,1.849,1.726
El Granado,Municipio,Huelva,783,696,642,570,519
El Guijo,Municipio,Córdoba,563,447,409,415,353
El Madroño,Municipio,Sevilla,482,410,379,322,282
El Pedroso,Municipio,Sevilla,2.484,2.395,2.351,2.193,2.037
El Pinar,Municipio,Granada,1.596,1.296,1.088,1.011,919
El Puerto de Santa María,Municipio,Cádiz,55.748,65.517,76.236,89.012,88.364
El Real de la Jara,Municipio,Sevilla,1.886,1.748,1.622,1.614,1.507
El Ronquillo,Municipio,Sevilla,1.476,1.369,1.351,1.425,1.360
El Rubio,Municipio,Sevilla,3.691,3.651,3.623,3.547,3.445
El Saucejo,Municipio,Sevilla,3.968,4.047,4.250,4.447,4.301
El Valle,Municipio,Granada,1.712,1.533,1.279,1.134,935
El Viso,Municipio,Córdoba,3.515,3.439,2.962,2.767,2.568
El Viso del Alcor,Municipio,Sevilla,12.762,15.083,16.333,18.952,19.191
Encinasola,Municipio,Huelva,2.654,2.068,1.755,1.481,1.332
Encinas Reales,Municipio,Córdoba,2.179,2.291,2.376,2.372,2.285
Enix,Municipio,Almería,268,241,261,426,418
Escacena del Campo,Municipio,Huelva,2.150,2.220,2.254,2.183,2.278
Escañuela,Municipio,Jaén,1.008,1.033,962,982,949
Escúzar,Municipio,Granada,1.122,968,839,806,789
Espartinas,Municipio,Sevilla,1.900,2.819,5.798,14.098,15.683
Espejo,Municipio,Córdoba,5.084,5.074,3.887,3.569,3.333
Espeluy,Municipio,Jaén,1.035,809,767,735,643
Espera,Municipio,Cádiz,4.027,4.113,3.928,3.954,3.903
Espiel,Municipio,Córdoba,2.816,2.625,2.478,2.452,2.438
Estepa,Municipio,Sevilla,9.787,10.961,11.882,12.685,12.503
Estepona,Municipio,Málaga,23.542,34.965,43.109,64.468,67.012
Faraján,Municipio,Málaga,330,314,287,286,248
Felix,Municipio,Almería,702,616,573,663,642
Fernán-Núñez (Fernán Núñez),Municipio,Córdoba,8.885,9.320,9.389,9.802,9.668
Ferreira,Municipio,Granada,506,424,338,351,300
Fiñana,Municipio,Almería,1.448,1.621,2.489,2.364,1.992
Fines,Municipio,Almería,2.820,2.563,1.858,2.227,1.992
Fondón,Municipio,Almería,1.124,906,951,990,975
Fonelas,Municipio,Granada,1.644,1.405,1.150,1.102,993
Frailes,Municipio,Jaén,2.059,1.896,1.807,1.706,1.592
Freila,Municipio,Granada,1.404,1.282,926,1.044,900
Frigiliana,Municipio,Málaga,2.112,2.169,2.213,3.149,3.086
Fuengirola,Municipio,Málaga,29.160,37.742,49.675,72.019,75.396
Fuensanta de Martos,Municipio,Jaén,3.576,3.406,3.270,3.223,3.086
Fuente de Piedra,Municipio,Málaga,2.083,1.931,2.076,2.653,2.554
Fuenteheridos,Municipio,Huelva,674,650,641,573,623
Fuente la Lancha,Municipio,Córdoba,479,490,416,372,350
Fuente Obejuna,Municipio,Córdoba,6.818,6.322,5.715,5.133,4.651
Fuente Palmera,Municipio,Córdoba,8.076,9.371,9.826,10.979,10.817
Fuentes de Andalucía,Municipio,Sevilla,7.886,7.171,7.389,7.299,7.139
Fuente-Tójar,Municipio,Córdoba,1.048,903,811,755,680
Fuente Vaqueros,Municipio,Granada,3.591,3.826,4.020,4.481,4.387
Fuerte del Rey,Municipio,Jaén,1.126,1.179,1.215,1.397,1.387
Gádor,Municipio,Almería,2.557,2.514,2.686,3.190,3.027
Galaroza,Municipio,Huelva,1.844,1.603,1.618,1.565,1.401
Galera,Municipio,Granada,2.374,1.660,1.284,1.191,1.090
Garrucha,Municipio,Almería,3.265,4.382,5.514,8.529,8.838
Gaucín,Municipio,Málaga,2.227,1.830,1.684,1.692,1.573
Gelves,Municipio,Sevilla,3.516,4.081,6.767,9.450,10.054
Genalguacil,Municipio,Málaga,966,662,561,499,393
Génave,Municipio,Jaén,895,812,661,629,614
Gerena,Municipio,Sevilla,4.835,5.175,5.610,7.155,7.541
Gérgal,Municipio,Almería,1.368,1.095,979,1.072,1.031
Gibraleón,Municipio,Huelva,9.102,10.018,10.634,12.605,12.548
Gilena,Municipio,Sevilla,3.467,3.757,3.848,3.918,3.790
Gines,Municipio,Sevilla,4.117,6.351,10.918,13.254,13.471
Gobernador,Municipio,Granada,423,413,337,324,233
Gójar,Municipio,Granada,1.714,2.353,3.706,5.248,5.703
Gor,Municipio,Granada,1.650,626,1.035,886,736
Gorafe,Municipio,Granada,879,1.302,552,470,379
Granada,Municipio,Granada,246.642,255.212,240.661,241.003,232.208
Grazalema,Municipio,Cádiz,2.236,2.240,2.195,2.197,2.053
Guadahortuna,Municipio,Granada,2.510,2.400,2.265,2.039,1.924
Guadalcanal,Municipio,Sevilla,3.364,3.144,2.931,2.883,2.646
Guadalcázar,Municipio,Córdoba,1.366,1.145,1.149,1.620,1.578
Guadix,Municipio,Granada,20.218,20.033,18.188,18.816,18.718
Gualchos,Municipio,Granada,2.912,2.984,2.759,4.530,5.210
Guaro,Municipio,Málaga,2.116,2.009,2.034,2.226,2.182
Guarromán,Municipio,Jaén,3.131,2.891,2.738,2.917,2.779
Güéjar Sierra,Municipio,Granada,3.073,2.610,2.818,2.978,2.849
Güevéjar,Municipio,Granada,1.038,1.255,1.748,2.547,2.541
Guillena,Municipio,Sevilla,7.070,7.710,8.428,12.079,12.650
Herrera,Municipio,Sevilla,5.097,5.700,6.113,6.488,6.485
Higuera de Calatrava,Municipio,Jaén,712,725,678,642,616
Higuera de la Sierra,Municipio,Huelva,1.460,1.330,1.284,1.391,1.293
Hinojales,Municipio,Huelva,518,463,402,355,307
Hinojares,Municipio,Jaén,818,617,449,436,335
Hinojos,Municipio,Huelva,3.215,3.445,3.604,3.919,3.909
Hinojosa del Duque,Municipio,Córdoba,8.159,8.141,7.813,7.270,6.868
Hornachuelos,Municipio,Córdoba,5.019,5.086,4.687,4.690,4.541
Hornos,Municipio,Jaén,898,800,678,679,620
Huécija,Municipio,Almería,586,558,553,523,486
Huélago,Municipio,Granada,820,675,492,353,388
Huelma,Municipio,Jaén,5.826,5.942,6.067,6.152,5.845
Huelva,Municipio,Huelva,127.822,142.547,142.284,147.808,144.258
Huéneja,Municipio,Granada,1.964,1.410,1.220,1.233,1.151
Huércal de Almería,Municipio,Almería,3.330,3.887,8.278,16.298,17.418
Huércal-Overa,Municipio,Almería,12.289,13.090,14.850,18.188,18.816
Huesa,Municipio,Jaén,2.889,2.606,2.732,2.652,2.527
Huéscar,Municipio,Granada,10.176,10.031,7.910,7.974,7.367
Huétor de Santillán (Huétor Santillán),Municipio,Granada,1.328,1.527,1.812,1.855,1.882
Huétor Tájar (Huétor-Tájar),Municipio,Granada,6.933,7.502,8.839,10.113,10.286
Huétor Vega,Municipio,Granada,4.566,6.505,9.422,11.844,11.966
Huévar del Aljarafe,Municipio,Sevilla,2.016,2.121,2.257,2.702,2.944
Humilladero,Municipio,Málaga,2.259,2.338,2.691,3.340,3.310
Ibros,Municipio,Jaén,3.163,3.121,3.115,3.050,2.884
Igualeja,Municipio,Málaga,1.299,1.055,898,887,762
Íllar,Municipio,Almería,571,504,431,423,390
Íllora,Municipio,Granada,9.797,10.389,10.514,10.594,10.135
Instinción,Municipio,Almería,705,622,541,469,429
Isla Cristina,Municipio,Huelva,16.347,16.524,18.189,21.844,21.077
Isla Mayor,Municipio,Sevilla,5.384,6.039,5.856,5.919,5.857
Istán,Municipio,Málaga,1.561,1.322,1.343,1.463,1.458
Ítrabo,Municipio,Granada,1.280,1.109,1.007,1.061,1.002
Iznájar,Municipio,Córdoba,7.078,5.752,4.859,4.592,4.343
Iznalloz (→ 2014: Dehesas Viejas; 2015: Domingo Pérez de Granada),Municipio,Granada,6.676,6.534,6.763,6.970,5.085
Iznate,Municipio,Málaga,751,743,789,924,863
Iznatoraf,Municipio,Jaén,1.842,1.266,1.273,1.079,995
Jabalquinto,Municipio,Jaén,2.841,2.540,2.489,2.332,2.070
Jabugo,Municipio,Huelva,2.492,2.510,2.550,2.329,2.258
Jaén,Municipio,Jaén,95.783,103.260,112.590,116.469,113.457
Jamilena,Municipio,Jaén,3.063,3.115,3.369,3.478,3.327
Játar (← Arenas del Rey),Municipio,Granada,...,...,...,...,599
Jayena,Municipio,Granada,1.574,1.498,1.405,1.174,1.104
Jerez de la Frontera,Municipio,Cádiz,171.283,179.247,183.273,211.784,212.879
Jérez del Marquesado,Municipio,Granada,1.395,1.217,1.100,1.052,977
Jete,Municipio,Granada,687,728,735,876,909
Jimena,Municipio,Jaén,1.965,1.669,1.514,1.401,1.286
Jimena de la Frontera,Municipio,Cádiz,8.386,8.862,9.088,10.112,9.773
Jimera de Líbar,Municipio,Málaga,615,482,359,458,376
Jódar,Municipio,Jaén,11.713,11.775,11.985,12.090,11.805
Jubrique,Municipio,Málaga,1.192,908,751,718,559
Jun,Municipio,Granada,863,1.047,2.010,3.548,3.785
Juviles,Municipio,Granada,234,213,170,158,142
Júzcar,Municipio,Málaga,279,252,223,239,225
La Algaba,Municipio,Sevilla,11.537,12.294,13.005,15.786,16.301
La Calahorra,Municipio,Granada,1.096,995,826,764,661
La Campana,Municipio,Sevilla,5.160,5.191,5.003,5.496,5.281
La Carlota,Municipio,Córdoba,8.131,8.982,10.756,13.764,14.067
La Carolina,Municipio,Jaén,15.060,15.071,14.780,15.882,15.306
Láchar,Municipio,Granada,1.955,2.258,2.486,3.188,3.354
La Granada de Río-Tinto,Municipio,Huelva,210,229,214,240,235
La Granjuela,Municipio,Córdoba,644,534,510,509,456
La Guardia de Jaén,Municipio,Jaén,1.763,1.794,2.179,4.505,4.965
Lahiguera,Municipio,Jaén,1.897,1.928,1.876,1.854,1.742
La Iruela,Municipio,Jaén,2.360,2.101,1.909,2.094,1.935
La Línea de la Concepción,Municipio,Cádiz,56.609,58.315,59.437,65.412,62.940
La Luisiana,Municipio,Sevilla,3.719,4.182,4.361,4.648,4.572
La Malahá,Municipio,Granada,1.515,1.619,1.657,1.845,1.827
La Mojonera,Municipio,Almería,3.738,5.458,7.586,8.476,9.003
La Nava,Municipio,Huelva,395,350,317,315,253
Lanjarón,Municipio,Granada,4.048,3.972,3.705,3.794,3.485
Lanteira,Municipio,Granada,817,715,614,597,576
Lantejuela,Municipio,Sevilla,2.938,3.254,3.585,3.921,3.834
La Palma del Condado,Municipio,Huelva,9.009,9.429,9.658,10.580,10.762
La Peza,Municipio,Granada,1.741,1.579,1.445,1.291,1.177
La Puebla de Cazalla,Municipio,Sevilla,11.005,10.575,10.518,11.497,11.033
La Puebla de los Infantes,Municipio,Sevilla,4.012,3.652,3.293,3.169,3.013
La Puebla del Río,Municipio,Sevilla,8.358,10.338,10.499,12.242,11.879
La Puerta de Segura,Municipio,Jaén,3.255,2.872,2.607,2.617,2.339
La Rambla,Municipio,Córdoba,6.566,6.865,7.282,7.622,7.508
La Rinconada,Municipio,Sevilla,18.274,21.320,29.282,37.436,38.406
La Roda de Andalucía,Municipio,Sevilla,3.840,4.033,4.212,4.386,4.243
Laroya,Municipio,Almería,200,115,107,167,169
Larva,Municipio,Jaén,902,601,508,489,482
Las Cabezas de San Juan,Municipio,Sevilla,12.483,15.113,15.570,16.598,16.379
Las Gabias,Municipio,Granada,5.049,6.062,9.703,18.282,20.703
Las Navas de la Concepción,Municipio,Sevilla,2.171,1.947,1.874,1.713,1.581
Las Tres Villas,Municipio,Almería,824,710,591,662,570
La Taha,Municipio,Granada,1.082,956,781,757,653
Láujar de Andarax (Laujar de Andarax),Municipio,Almería,1.935,1.841,1.836,1.736,1.538
La Victoria,Municipio,Córdoba,1.726,1.721,1.758,2.369,2.284
La Zubia,Municipio,Granada,6.429,8.746,14.156,18.425,18.995
Lebrija,Municipio,Sevilla,19.561,22.250,24.121,27.241,27.432
Lecrín,Municipio,Granada,2.699,2.391,2.279,2.248,2.103
Lentegí,Municipio,Granada,367,383,337,338,328
Lepe,Municipio,Huelva,14.053,16.565,19.676,26.538,27.047
Líjar,Municipio,Almería,572,535,521,462,390
Linares,Municipio,Jaén,55.122,59.249,57.578,60.799,57.811
Linares de la Sierra,Municipio,Huelva,314,283,290,294,262
Lobras,Municipio,Granada,297,222,152,152,148
Loja,Municipio,Granada,18.326,20.768,20.060,21.431,20.371
Lopera,Municipio,Jaén,3.741,3.948,3.999,3.886,3.673
Lora de Estepa,Municipio,Sevilla,673,719,783,872,860
Lora del Río,Municipio,Sevilla,18.070,18.551,18.281,19.339,18.861
Los Barrios,Municipio,Cádiz,10.593,13.669,17.737,22.988,23.513
Los Blázquez,Municipio,Córdoba,842,745,715,724,681
Los Corrales,Municipio,Sevilla,3.703,3.980,4.124,4.080,3.958
Los Gallardos,Municipio,Almería,1.438,1.654,2.052,3.401,2.803
Los Guájares,Municipio,Granada,1.612,1.525,1.270,1.152,1.028
Los Marines,Municipio,Huelva,392,352,325,360,402
Los Molares,Municipio,Sevilla,2.529,2.541,2.688,3.448,3.460
Los Palacios y Villafranca,Municipio,Sevilla,24.349,29.522,33.045,37.720,38.246
Los Villares,Municipio,Jaén,4.100,4.547,5.083,5.935,5.980
Lubrín,Municipio,Almería,2.478,2.017,1.670,1.666,1.431
Lucainena de las Torres,Municipio,Almería,740,591,603,648,546
Lúcar,Municipio,Almería,729,780,803,883,766
Lucena,Municipio,Córdoba,30.105,32.173,37.028,42.355,42.530
Lucena del Puerto,Municipio,Huelva,1.907,2.054,2.113,3.126,3.395
Lugros,Municipio,Granada,662,486,379,343,332
Lújar,Municipio,Granada,684,623,512,475,462
Lupión,Municipio,Jaén,1.266,1.157,1.043,961,852
Luque,Municipio,Córdoba,3.551,3.375,3.325,3.279,3.037
Macael,Municipio,Almería,5.018,5.976,5.814,5.951,5.539
Macharaviaya,Municipio,Málaga,353,349,375,496,442
Mairena del Alcor,Municipio,Sevilla,12.647,14.832,16.821,21.895,23.473
Mairena del Aljarafe,Municipio,Sevilla,12.672,24.556,35.833,42.570,45.890
Málaga,Municipio,Málaga,483.847,522.108,524.414,561.435,571.026
Mancha Real,Municipio,Jaén,8.003,8.415,9.527,11.254,11.322
Manilva,Municipio,Málaga,3.779,4.824,6.303,13.510,14.977
Manzanilla,Municipio,Huelva,2.533,2.562,2.464,2.362,2.079
Maracena,Municipio,Granada,9.837,12.956,16.517,21.560,22.047
Marbella,Municipio,Málaga,60.172,80.599,100.036,135.124,141.463
Marchal,Municipio,Granada,538,465,411,439,409
Marchena,Municipio,Sevilla,16.159,17.221,17.850,19.942,19.580
María,Municipio,Almería,1.986,1.791,1.580,1.385,1.261
Marinaleda,Municipio,Sevilla,2.317,2.518,2.650,2.783,2.626
Marmolejo,Municipio,Jaén,7.106,7.313,7.474,7.346,6.877
Martín de la Jara,Municipio,Sevilla,2.449,2.699,2.746,2.802,2.720
Martos,Municipio,Jaén,22.041,20.945,22.356,24.457,24.207
Medina-Sidonia,Municipio,Cádiz,10.063,10.957,10.728,11.843,11.658
Mengíbar,Municipio,Jaén,8.044,8.099,8.795,9.826,9.927
Mijas,Municipio,Málaga,14.777,31.680,46.232,74.028,80.630
Minas de Riotinto,Municipio,Huelva,6.099,5.480,4.621,4.126,3.866
Moclín,Municipio,Granada,5.074,4.744,4.488,4.153,3.723
Moclinejo,Municipio,Málaga,1.134,1.075,1.104,1.283,1.230
Moguer,Municipio,Huelva,10.084,11.905,15.219,20.668,21.699
Mojácar,Municipio,Almería,1.576,3.539,4.291,7.085,6.301
Mollina,Municipio,Málaga,3.199,3.089,3.485,5.115,5.020
Molvízar,Municipio,Granada,2.309,2.478,2.787,3.174,2.759
Monachil,Municipio,Granada,3.523,4.218,5.557,7.407,7.826
Monda,Municipio,Málaga,1.836,1.672,1.772,2.470,2.523
Montalbán de Córdoba,Municipio,Córdoba,4.150,4.500,4.617,4.582,4.429
Montecorto (← Ronda),Municipio,Málaga,...,...,...,...,585
Montefrío,Municipio,Granada,8.457,8.183,6.453,6.016,5.479
Montejaque,Municipio,Málaga,1.724,1.047,1.032,1.016,970
Montejícar,Municipio,Granada,3.063,3.012,2.780,2.383,2.163
Montellano,Municipio,Sevilla,6.712,7.015,6.679,7.153,7.081
Montemayor,Municipio,Córdoba,3.366,3.701,3.811,4.112,3.874
Montilla,Municipio,Córdoba,21.779,22.403,22.925,23.797,23.031
Montillana,Municipio,Granada,1.440,1.361,1.338,1.361,1.157
Montizón,Municipio,Jaén,2.077,2.007,1.949,1.891,1.716
Montoro,Municipio,Córdoba,10.115,9.681,9.407,9.818,9.436
Monturque,Municipio,Córdoba,2.017,2.005,1.962,1.986,1.964
Moraleda de Zafayona,Municipio,Granada,2.442,2.573,2.943,3.248,3.159
Morelábor,Municipio,Granada,1.172,1.053,919,742,619
Moriles,Municipio,Córdoba,3.648,3.660,3.730,3.905,3.726
Morón de la Frontera,Municipio,Sevilla,27.986,27.207,27.710,28.389,27.844
Motril,Municipio,Granada,40.506,46.500,51.298,60.460,60.592
Murtas,Municipio,Granada,1.412,1.164,725,614,464
Nacimiento,Municipio,Almería,700,490,487,513,460
Navas de San Juan,Municipio,Jaén,5.239,5.388,5.097,4.959,4.555
Nerja,Municipio,Málaga,11.589,13.604,16.795,21.086,21.061
Nerva,Municipio,Huelva,7.715,6.962,6.075,5.755,5.303
Nevada,Municipio,Granada,1.803,1.515,1.272,1.165,1.079
Niebla,Municipio,Huelva,3.922,3.822,3.870,4.167,4.103
Nigüelas,Municipio,Granada,1.313,1.191,1.118,1.182,1.182
Níjar,Municipio,Almería,11.023,12.554,17.824,28.223,30.122
Nívar,Municipio,Granada,398,563,722,969,996
Noalejo,Municipio,Jaén,2.138,2.392,2.208,2.077,1.948
Nueva Carteya,Municipio,Córdoba,5.373,5.735,5.626,5.646,5.393
Obejo,Municipio,Córdoba,1.521,1.467,1.553,2.011,1.990
Ogíjares,Municipio,Granada,2.354,5.097,9.838,13.415,14.025
Ohanes,Municipio,Almería,1.042,883,781,711,596
Ojén,Municipio,Málaga,2.038,1.995,2.041,3.256,3.568
Olivares,Municipio,Sevilla,5.987,6.647,8.105,9.538,9.390
Olula de Castro,Municipio,Almería,322,233,169,191,180
Olula del Río,Municipio,Almería,4.837,5.734,6.101,6.486,6.212
Olvera,Municipio,Cádiz,9.525,9.091,8.583,8.467,8.124
Orce,Municipio,Granada,1.995,1.536,1.395,1.285,1.198
Orcera,Municipio,Jaén,2.782,2.417,2.177,1.987,1.835
Órgiva,Municipio,Granada,5.017,5.100,4.873,5.523,5.649
Oria,Municipio,Almería,2.767,2.454,2.197,2.587,2.238
Osuna,Municipio,Sevilla,16.047,16.791,16.848,17.958,17.622
Otívar,Municipio,Granada,1.281,1.161,1.082,1.193,1.029
Padul (El Padul),Municipio,Granada,5.909,6.133,7.144,8.471,8.396
Padules,Municipio,Almería,630,528,458,519,419
Palenciana,Municipio,Córdoba,1.844,1.683,1.562,1.629,1.481
Palma del Río,Municipio,Córdoba,17.359,18.350,19.072,21.454,21.159
Palomares del Río,Municipio,Sevilla,1.207,2.494,3.742,7.666,8.552
Palos de la Frontera,Municipio,Huelva,5.798,6.750,7.314,9.614,11.112
Pampaneira,Municipio,Granada,645,326,295,358,321
Paradas,Municipio,Sevilla,7.003,7.127,7.040,7.060,6.924
Parauta,Municipio,Málaga,379,303,217,248,253
Partaloa,Municipio,Almería,505,410,434,867,1.055
Paterna del Campo,Municipio,Huelva,3.711,3.848,3.858,3.632,3.484
Paterna del Río,Municipio,Almería,522,343,375,433,362
Paterna de Rivera,Municipio,Cádiz,4.342,4.873,5.287,5.652,5.530
Paymogo,Municipio,Huelva,1.604,1.399,1.327,1.297,1.167
Peal de Becerro,Municipio,Jaén,5.716,5.357,5.442,5.550,5.277
Pechina,Municipio,Almería,1.855,2.173,2.898,3.756,4.018
Pedrera,Municipio,Sevilla,4.311,4.691,4.960,5.378,5.205
Pedro Abad,Municipio,Córdoba,3.051,3.001,2.872,2.949,2.834
Pedroche,Municipio,Córdoba,2.072,1.899,1.747,1.637,1.529
Pedro Martínez,Municipio,Granada,2.220,1.574,1.294,1.228,1.134
Pegalajar,Municipio,Jaén,3.225,3.054,3.118,3.081,2.916
Peligros,Municipio,Granada,4.677,6.269,8.439,11.137,11.286
Peñaflor,Municipio,Sevilla,4.032,4.049,3.728,3.788,3.669
Peñarroya-Pueblonuevo,Municipio,Córdoba,13.580,14.035,12.440,11.639,10.870
Periana,Municipio,Málaga,3.539,3.374,3.346,3.502,3.068
Pilas,Municipio,Sevilla,9.807,10.515,11.186,13.720,13.949
Píñar,Municipio,Granada,1.437,1.505,1.337,1.268,1.120
Pinos Genil,Municipio,Granada,799,1.085,1.309,1.385,1.449
Pinos Puente (→ Pinos Puente & Valderrubio),Municipio,Granada,12.529,13.132,13.422,10.941,10.144
Pizarra,Municipio,Málaga,5.934,6.426,6.874,9.099,9.118
Polícar,Municipio,Granada,254,258,266,229,236
Polopos,Municipio,Granada,1.466,1.210,1.358,1.789,1.703
Porcuna,Municipio,Jaén,7.369,7.031,6.971,6.798,6.283
Pórtugos,Municipio,Granada,522,457,431,385,389
Posadas,Municipio,Córdoba,6.490,7.099,7.077,7.585,7.343
Pozo Alcón,Municipio,Jaén,6.085,6.066,5.600,5.245,4.708
Pozoblanco,Municipio,Córdoba,13.906,15.363,16.369,17.710,17.222
Prado del Rey,Municipio,Cádiz,5.106,5.539,5.801,5.935,5.636
Priego de Córdoba,Municipio,Córdoba,20.101,21.177,22.378,23.408,22.585
Pruna,Municipio,Sevilla,3.829,3.597,3.055,2.797,2.658
Puebla de Don Fadrique,Municipio,Granada,2.981,2.597,2.549,2.375,2.292
Puebla de Guzmán,Municipio,Huelva,3.538,3.202,3.196,3.080,3.142
Puente de Génave,Municipio,Jaén,2.072,2.064,2.048,2.279,2.179
Puente Genil,Municipio,Córdoba,26.215,26.387,28.004,30.304,30.241
Puerto Moral,Municipio,Huelva,219,236,254,276,281
Puerto Real,Municipio,Cádiz,23.890,29.638,35.783,41.299,41.650
Puerto Serrano,Municipio,Cádiz,5.285,6.479,6.810,7.201,6.996
Pujerra,Municipio,Málaga,373,355,329,328,294
Pulianas,Municipio,Granada,2.146,2.549,4.437,5.184,5.348
